Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/21  12:00:00,191860375.21619332,187838445.5491557 
 01/21  13:00:00,189599668.4596571,185380038.9026074 
 01/21  14:00:00,184308388.70265743,180452891.59293577 
 01/21  15:00:00,186832034.09714574,183791692.19982734 
 01/21  16:00:00,197388707.86395967,195472296.69641775 
 01/21  17:00:00,217853573.65285227,217156521.54632303 
 01/21  18:00:00,270156770.42081696,270147029.29043126 
 01/21  19:00:00,273258667.3072754,273258667.3072753 
 01/21  20:00:00,260031375.7989148,260031375.79891485 
 01/21  21:00:00,254887728.45284137,254887728.45284164 
 01/21  22:00:00,242392368.2638262,242392368.2638265 
 01/21  23:00:00,216567263.53233844,216567263.5323387 
 01/21  24:00:00,195155526.8261767,195155526.826177 
 01/22  01:00:00,179521988.13363352,179521988.13363364 
 01/22  02:00:00,175860769.0034516,175860769.00345173 
 01/22  03:00:00,174620912.7568068,174620912.7568069 
 01/22  04:00:00,173802921.40447444,173802921.40447456 
 01/22  05:00:00,175402679.79770318,175402679.7977033 
 01/22  06:00:00,186717006.94745767,186717006.9474578 
 01/22  07:00:00,201691828.4140686,201691828.41406894 
 01/22  08:00:00,201301078.84117883,201225523.838598 
 01/22  09:00:00,207793088.04024997,206932940.37173945 
 01/22  10:00:00,206002036.59653845,204160312.66365305 
 01/22  11:00:00,200765295.4278492,198044088.77449024 
 01/22  12:00:00,206138712.72305608,202860445.04988205 
 01/22  13:00:00,204281498.90744123,200849854.05682805 
 01/22  14:00:00,200271020.67332292,197133395.16228747 
 01/22  15:00:00,199690964.28374463,197227709.15507072 
 01/22  16:00:00,207814840.79945338,206280855.84986246 
 01/22  17:00:00,227560509.55149096,227046556.44483703 
 01/22  18:00:00,279457855.81486666,279457855.81486654 
 01/22  19:00:00,281677453.0268748,281677453.0268747 
 01/22  20:00:00,268348495.44790468,268348495.4479047 
 01/22  21:00:00,264448799.26396102,264448799.26396114 
 01/22  22:00:00,252468118.53079194,252468118.5307923 
 01/22  23:00:00,228753554.25605375,228753554.25605407 
 01/22  24:00:00,208402914.1372628,208402914.13726306 
 01/23  01:00:00,193910420.13515592,193910420.13515607 
 01/23  02:00:00,191312284.98267525,191312284.98267543 
 01/23  03:00:00,190883896.38053635,190883896.38053653 
 01/23  04:00:00,191726962.10640326,191726962.1064034 
 01/23  05:00:00,194233281.77659518,194233281.77659535 
 01/23  06:00:00,206381842.8184045,206381842.81840467 
 01/23  07:00:00,221878488.15792137,221878488.1579217 
 01/23  08:00:00,222605061.28157538,222253893.36697596 
 01/23  09:00:00,227919121.11523744,225752445.27603224 
 01/23  10:00:00,190327757.79917964,186160960.90999785 
 01/23  11:00:00,183739933.68200028,177870724.11662614 
 01/23  12:00:00,183595843.25846022,176606847.8965913 
 01/23  13:00:00,178874680.63047406,171636636.46408185 
 01/23  14:00:00,175079933.00103804,168425059.07529533 
 01/23  15:00:00,176810102.02593827,171486333.56567892 
 01/23  16:00:00,188412894.4086513,184963932.316291 
 01/23  17:00:00,218716640.97868082,217268445.47287512 
 01/23  18:00:00,334841625.45455426,334779292.4771286 
 01/23  19:00:00,312167300.89159334,312167300.8915932 
 01/23  20:00:00,298846668.82020974,298846668.82020974 
 01/23  21:00:00,279844371.5032368,279844371.50323695 
 01/23  22:00:00,258687770.66718268,258687770.667183 
 01/23  23:00:00,233583310.56735158,233583310.56735194 
 01/23  24:00:00,211125256.97705626,211125256.97705656 
 01/24  01:00:00,195870248.17307365,195870248.1730738 
 01/24  02:00:00,193121440.9936524,193121440.99365258 
 01/24  03:00:00,196599157.12854475,196599157.12854496 
 01/24  04:00:00,201224833.54018676,201224833.5401869 
 01/24  05:00:00,205820170.11576456,205820170.11576474 
 01/24  06:00:00,218929438.83138686,218929438.83138704 
 01/24  07:00:00,234039791.91029924,233995809.41658327 
 01/24  08:00:00,229987828.22776148,228400919.7425884 
 01/24  09:00:00,236991686.31333315,230578599.7791141 
 01/24  10:00:00,191598978.92608687,173101564.11186737 
 01/24  11:00:00,180808034.81431425,156584348.32893384 
 01/24  12:00:00,180543632.68439755,164534592.32096672 
 01/24  13:00:00,175432626.61166102,160135187.54613495 
 01/24  14:00:00,170452357.89839163,153319301.98629668 
 01/24  15:00:00,163755909.64577487,137982624.058899 
 01/24  16:00:00,167613316.41556215,149292267.8807407 
 01/24  17:00:00,196952355.74645427,190469083.3654365 
 01/24  18:00:00,256795600.69507897,256537572.38939458 
 01/24  19:00:00,262061606.4610152,262061606.4610152 
 01/24  20:00:00,250982110.92042655,250982110.9204266 
 01/24  21:00:00,249540707.91657624,249540707.91657647 
 01/24  22:00:00,241246940.52464932,241246940.52464962 
 01/24  23:00:00,217634968.84335828,217634968.84335855 
 01/24  24:00:00,199239914.21610248,199239914.21610278 
 01/25  01:00:00,185913809.52482557,185913809.52482572 
 01/25  02:00:00,184468252.60578656,184468252.60578668 
 01/25  03:00:00,189023491.93048358,189023491.93048373 
 01/25  04:00:00,194719642.25121176,194719642.25121194 
 01/25  05:00:00,199984717.63064843,199984717.6306486 
 01/25  06:00:00,214341708.25725153,214341708.2572517 
 01/25  07:00:00,231429314.9919592,231397939.90557176 
 01/25  08:00:00,230424420.73645717,229195704.1256477 
 01/25  09:00:00,243663158.19928038,239699598.5374294 
 01/25  10:00:00,202126856.83339545,193428052.40840995 
 01/25  11:00:00,192814280.03557816,175342166.07494554 
 01/25  12:00:00,192482137.00420073,177592481.33772323 
 01/25  13:00:00,185335867.30816594,160977763.79702687 
 01/25  14:00:00,179093064.52280572,155253103.68340394 
 01/25  15:00:00,174556256.46119708,156471452.59959874 
 01/25  16:00:00,182159314.1033418,174463445.1710251 
 01/25  17:00:00,209840729.03220183,204636950.58967862 
 01/25  18:00:00,287966916.001524,287746114.12130463 
 01/25  19:00:00,286424293.093242,286424293.093242 
 01/25  20:00:00,277862291.05483854,277862291.0548386 
 01/25  21:00:00,274174981.2632478,274174981.26324797 
 01/25  22:00:00,263074567.60804045,263074567.60804072 
 01/25  23:00:00,240909728.9013517,240909728.90135202 
 01/25  24:00:00,221491163.7436384,221491163.74363866 
 01/26  01:00:00,207240167.6647495,207240167.66474968 
 01/26  02:00:00,204576279.60361773,204576279.60361788 
 01/26  03:00:00,204087933.80861908,204087933.80861923 
 01/26  04:00:00,205107056.2639441,205107056.26394433 
 01/26  05:00:00,208394856.14131406,208394856.14131427 
 01/26  06:00:00,221241800.6544822,221241800.6544824 
 01/26  07:00:00,236376728.94249204,236301630.92011645 
 01/26  08:00:00,230109632.14828372,227698948.09289345 
 01/26  09:00:00,237965326.38574857,228842975.35321584 
 01/26  10:00:00,195059212.86489815,167247467.87398303 
 01/26  11:00:00,184685242.43332708,148279541.38842154 
 01/26  12:00:00,185094179.2659019,163045101.4603346 
 01/26  13:00:00,180208255.7906836,159608943.4675268 
 01/26  14:00:00,175965043.9492537,156961091.22774446 
 01/26  15:00:00,166699195.05186555,148194149.66042337 
 01/26  16:00:00,164804592.1490457,143691998.06389004 
 01/26  17:00:00,196892071.4851014,191286243.8725456 
 01/26  18:00:00,255938877.76738432,255651988.16525358 
 01/26  19:00:00,261610831.69715345,261610831.69715336 
 01/26  20:00:00,251367070.2576438,251367070.2576438 
 01/26  21:00:00,246566617.4006569,246566617.4006572 
 01/26  22:00:00,233958347.49679017,233958347.49679044 
 01/26  23:00:00,211206350.2342167,211206350.234217 
 01/26  24:00:00,189512216.3677784,189512216.36777866 
 01/27  01:00:00,172893815.6064491,172893815.60644922 
 01/27  02:00:00,171335880.85288593,171335880.85288608 
 01/27  03:00:00,176551865.53976265,176551865.5397628 
 01/27  04:00:00,179861612.52001002,179861612.52001014 
 01/27  05:00:00,183455016.96043968,183455016.96043983 
 01/27  06:00:00,196115988.5173752,196115988.51737532 
 01/27  07:00:00,212125157.02337083,212123250.48056513 
 01/27  08:00:00,206954479.46696153,205095191.92053667 
 01/27  09:00:00,206362095.95472142,198246398.6974233 
 01/27  10:00:00,180122520.92385042,160760273.4452002 
 01/27  11:00:00,171993651.83928615,143059455.2347744 
 01/27  12:00:00,171519581.91759703,136245067.97902066 
 01/27  13:00:00,164945561.30631596,127878740.2717665 
 01/27  14:00:00,159846095.5347713,125677199.31598091 
 01/27  15:00:00,157752325.75067493,129176963.52353756 
 01/27  16:00:00,165000440.19296202,149071187.39854538 
 01/27  17:00:00,193103226.2895295,189056346.792556 
 01/27  18:00:00,256560340.7279508,256471364.97635064 
 01/27  19:00:00,258157912.2786801,258157912.27868 
 01/27  20:00:00,243942487.0471798,243942487.04717982 
 01/27  21:00:00,239080764.86340326,239080764.86340356 
 01/27  22:00:00,227184004.2311931,227184004.23119342 
 01/27  23:00:00,201961989.41797817,201961989.4179784 
 01/27  24:00:00,179114431.85880074,179114431.858801 
 01/28  01:00:00,161008558.5748422,161008558.57484236 
 01/28  02:00:00,158009161.78667176,158009161.78667188 
 01/28  03:00:00,158954271.9094512,158954271.9094512 
 01/28  04:00:00,160575348.9312274,160575348.93122733 
 01/28  05:00:00,166140203.74095827,166140203.7409584 
 01/28  06:00:00,180628812.26696053,180628812.26696068 
 01/28  07:00:00,199216962.87077045,199158545.47540283 
 01/28  08:00:00,196013622.42846435,193960774.27878165 
 01/28  09:00:00,194384229.26742363,188104886.31172955 
 01/28  10:00:00,181678909.59588522,168260763.3053872 
 01/28  11:00:00,166943692.11732057,136597270.20028177 
 01/28  12:00:00,163995638.68887818,126435449.32661997 
 01/28  13:00:00,165847834.42116666,129761120.50193274 
 01/28  14:00:00,154987039.41041225,136523689.00166532 
 01/28  15:00:00,152688202.85425952,139166338.43452418 
 01/28  16:00:00,159229580.24153665,149163506.27627686 
 01/28  17:00:00,189008069.85982233,182462851.82221803 
 01/28  18:00:00,245310461.56485847,244843212.0897457 
 01/28  19:00:00,255484599.43200696,255484599.4320069 
 01/28  20:00:00,243281086.08556837,243281086.0855684 
 01/28  21:00:00,237752106.50137994,237752106.50138023 
 01/28  22:00:00,224831423.25984848,224831423.25984874 
 01/28  23:00:00,197693966.79191282,197693966.79191315 
 01/28  24:00:00,174720783.08759964,174720783.08759987 
 01/29  01:00:00,156906386.45035413,156906386.45035428 
 01/29  02:00:00,153585728.70614082,153585728.70614097 
 01/29  03:00:00,154644773.68008304,154644773.68008304 
 01/29  04:00:00,158942438.18449515,158942438.18449506 
 01/29  05:00:00,166872543.84243396,166872543.84243405 
 01/29  06:00:00,184021065.18686146,184021065.18686157 
 01/29  07:00:00,204259978.00288445,204240485.5003142 
 01/29  08:00:00,202733324.325468,200628990.10706577 
 01/29  09:00:00,193551821.0741818,184978274.78078133 
 01/29  10:00:00,174669832.2643061,155769596.07649437 
 01/29  11:00:00,165497980.90728718,145865631.7539582 
 01/29  12:00:00,162965359.4691011,138264022.85156 
 01/29  13:00:00,163186842.3856972,125753561.64926767 
 01/29  14:00:00,175301339.21732697,137828071.98527333 
 01/29  15:00:00,187879063.46432623,157952195.37088218 
 01/29  16:00:00,193016730.6134201,174802097.22512767 
 01/29  17:00:00,218309200.30058277,212727662.5826866 
 01/29  18:00:00,259014460.65728247,258658752.7411793 
 01/29  19:00:00,261022395.20889515,261022395.2088951 
 01/29  20:00:00,242733049.82003036,242733049.82003042 
 01/29  21:00:00,234694088.4381225,234694088.43812278 
 01/29  22:00:00,219726341.467506,219726341.46750632 
 01/29  23:00:00,188635264.9737502,188635264.97375053 
 01/29  24:00:00,162894289.03021628,162894289.03021654 
 01/30  01:00:00,142861195.92021155,142861195.92021167 
 01/30  02:00:00,138203894.40129408,138203894.40129405 
 01/30  03:00:00,141019267.54744405,141019267.54744402 
 01/30  04:00:00,145803150.18412885,145803150.18412882 
 01/30  05:00:00,150456972.8518135,150456972.8518135 
 01/30  06:00:00,165611185.40137622,165611185.40137634 
 01/30  07:00:00,185949975.07568076,185885597.42725676 
 01/30  08:00:00,186542514.92675668,184302422.49474764 
 01/30  09:00:00,185689235.23996046,178911833.93502405 
 01/30  10:00:00,170969443.18789843,156956595.14496148 
 01/30  11:00:00,162219182.99828964,131919829.86722673 
 01/30  12:00:00,162222320.31522113,125068084.08542258 
 01/30  13:00:00,158607593.8060301,122856832.19227457 
 01/30  14:00:00,155262973.70584342,136082708.71790993 
 01/30  15:00:00,152524837.41295364,138088287.65876815 
 01/30  16:00:00,160022837.36005443,149247198.6154456 
 01/30  17:00:00,190314144.35493106,183433959.5437919 
 01/30  18:00:00,248063325.40756112,247550055.9899236 
 01/30  19:00:00,257102666.69617805,257102666.69617796 
 01/30  20:00:00,241304647.3264377,241304647.32643777 
 01/30  21:00:00,234775730.6371849,234775730.6371852 
 01/30  22:00:00,222395611.26280534,222395611.26280564 
 01/30  23:00:00,195394415.0592163,195394415.05921656 
 01/30  24:00:00,171338941.89469096,171338941.89469132 
 01/31  01:00:00,152923260.89699507,152923260.89699522 
 01/31  02:00:00,150491824.7086875,150491824.70868763 
 01/31  03:00:00,147643322.31284484,147643322.3128448 
 01/31  04:00:00,146779476.53128767,146779476.53128767 
 01/31  05:00:00,149963570.58244482,149963570.5824448 
 01/31  06:00:00,163698599.62535438,163698599.62535453 
 01/31  07:00:00,182409549.86479908,182351620.67190233 
 01/31  08:00:00,183351910.3046511,181532806.30833253 
 01/31  09:00:00,184874444.8650367,178532955.0768012 
 01/31  10:00:00,170495571.2391102,153698436.05150858 
 01/31  11:00:00,162616126.26682302,140625882.59851682 
 01/31  12:00:00,163235103.25868392,144783415.58326393 
 01/31  13:00:00,159061432.0117012,129580648.58187716 
 01/31  14:00:00,155242717.40881267,126252684.40453602 
 01/31  15:00:00,152230770.1113781,129892990.64289002 
 01/31  16:00:00,159849504.99611205,151161729.7640317 
 01/31  17:00:00,190483532.38905603,186719443.5352566 
 01/31  18:00:00,244585934.14253387,244176027.42084038 
 01/31  19:00:00,255101090.87113428,255101090.87113425 
 01/31  20:00:00,240378739.97846365,240378739.97846368 
 01/31  21:00:00,238312987.92707288,238312987.92707318 
 01/31  22:00:00,228973856.2227978,228973856.22279814 
 01/31  23:00:00,201723565.76125002,201723565.76125032 
 01/31  24:00:00,179617279.92784598,179617279.9278463 
 02/01  01:00:00,163166217.48152295,163166217.48152307 
 02/01  02:00:00,161454183.07954723,161454183.07954738 
 02/01  03:00:00,158257003.99858737,158257003.99858737 
 02/01  04:00:00,156623398.2734714,156623398.27347133 
 02/01  05:00:00,160631623.04588005,160631623.04588008 
 02/01  06:00:00,174134874.06113034,174134874.0611305 
 02/01  07:00:00,191799129.08752593,191799129.08752626 
 02/01  08:00:00,193029228.6020556,192779800.20162266 
 02/01  09:00:00,206591125.45459443,205095426.13614044 
 02/01  10:00:00,189344530.47334182,186488138.57567212 
 02/01  11:00:00,183551645.2150795,179500373.30966967 
 02/01  12:00:00,184685713.55985776,179847314.72748566 
 02/01  13:00:00,181311045.78332323,176270941.29400164 
 02/01  14:00:00,178654560.66376367,174042024.17205402 
 02/01  15:00:00,175044836.90932384,171364556.33402532 
 02/01  16:00:00,181539534.290252,179117610.79639602 
 02/01  17:00:00,210544186.67299008,209530689.232046 
 02/01  18:00:00,291984555.1203178,291933388.6681693 
 02/01  19:00:00,284202656.19066495,284202656.1906649 
 02/01  20:00:00,272528121.86336255,272528121.8633626 
 02/01  21:00:00,274508833.1532986,274508833.15329874 
 02/01  22:00:00,267060403.2514397,267060403.25144002 
 02/01  23:00:00,241539036.27074972,241539036.27075008 
 02/01  24:00:00,220329125.22677562,220329125.2267759 
 02/02  01:00:00,204001114.25857264,204001114.2585728 
 02/02  02:00:00,199863612.51036325,199863612.51036346 
 02/02  03:00:00,190939619.51844722,190939619.51844737 
 02/02  04:00:00,185277109.9003048,185277109.90030497 
 02/02  05:00:00,187529699.4060144,187529699.40601456 
 02/02  06:00:00,199562787.19678298,199562787.19678307 
 02/02  07:00:00,214217742.92047903,214217742.9204793 
 02/02  08:00:00,214807909.07371253,214710802.05364728 
 02/02  09:00:00,233479910.1373217,232623559.77416217 
 02/02  10:00:00,200151356.8314611,198391593.5501073 
 02/02  11:00:00,194683703.6805706,192162975.15698808 
 02/02  12:00:00,195601935.62880948,192588332.25331694 
 02/02  13:00:00,191748103.0986687,188588947.39207262 
 02/02  14:00:00,188835894.62721536,185958727.62049532 
 02/02  15:00:00,187186208.21386552,184919243.020098 
 02/02  16:00:00,195716087.6890945,194286405.22257772 
 02/02  17:00:00,226189786.6795137,225623712.08213955 
 02/02  18:00:00,350205665.7996143,350195665.9941802 
 02/02  19:00:00,325954728.2630791,325954728.2630791 
 02/02  20:00:00,312939440.33153933,312939440.33153933 
 02/02  21:00:00,310695167.250486,310695167.2504861 
 02/02  22:00:00,300078046.27603877,300078046.2760391 
 02/02  23:00:00,274158197.0114055,274158197.0114058 
 02/02  24:00:00,253268470.59126642,253268470.59126672 
 02/03  01:00:00,237462778.6767403,237462778.67674047 
 02/03  02:00:00,234061092.07208082,234061092.07208106 
 02/03  03:00:00,229198919.23635322,229198919.2363534 
 02/03  04:00:00,226591015.02541348,226591015.02541357 
 02/03  05:00:00,229486101.69293845,229486101.69293863 
 02/03  06:00:00,241727204.92218086,241727204.92218104 
 02/03  07:00:00,257045940.93396792,256982925.63725552 
 02/03  08:00:00,256205394.993689,254470463.52007174 
 02/03  09:00:00,254030288.13250485,248087252.4850725 
 02/03  10:00:00,199578232.8082871,189138640.09434456 
 02/03  11:00:00,191264951.4005967,176996602.7227156 
 02/03  12:00:00,189717811.91280323,173025579.57698962 
 02/03  13:00:00,184304768.46751976,166996095.2009125 
 02/03  14:00:00,179709363.4358127,163751759.70044816 
 02/03  15:00:00,176921331.73742884,163979174.9934286 
 02/03  16:00:00,185056134.8529314,176237875.68048745 
 02/03  17:00:00,215241505.5776726,210926786.3772296 
 02/03  18:00:00,321473015.1999683,320999634.9928263 
 02/03  19:00:00,307772788.60889477,307772788.6088948 
 02/03  20:00:00,295418609.4295312,295418609.42953134 
 02/03  21:00:00,291429879.95923215,291429879.95923233 
